Starting pygame as no macOS has been detected
pygame 2.6.1 (SDL 2.28.4, Python 3.12.3)
Hello from the pygame community. https://www.pygame.org/contribute.html
         5112270 function calls (4771430 primitive calls) in 7.599 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 common.py:104(ImplementsDatasetReduce)
       12    0.000    0.000    0.000    0.000 nputils.py:177(_create_method)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1032(__contains__)
        1    0.000    0.000    0.000    0.000 filetype.py:193(Fusion_json)
        1    0.000    0.000    0.000    0.000 filetype.py:259(Touchstone_snp)
        1    0.000    0.000    0.000    0.000 filetype.py:107(Agilent_csv)
        1    0.000    0.000    0.000    0.000 widgets.py:4182(Lasso)
        1    0.000    0.000    0.000    0.000 request.py:422(OpenerDirector)
        1    0.000    0.000    0.000    0.000 smart_tags.py:12(SmartTag)
        1    0.000    0.000    0.000    0.000 __init__.py:1510(setLevel)
        1    0.000    0.000    0.000    0.000 ImageFont.py:191(FreeTypeFont)
        1    0.000    0.000    0.000    0.000 series.py:50(SeriesLabel)
        1    0.000    0.000    0.000    0.000 dialog.py:1(<module>)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
       10    0.000    0.000    0.000    0.000 _compound_unit_helpers.py:143(extract2)
        1    0.000    0.000    0.000    0.000 flexparser.py:1059(BOS)
        1    0.000    0.000    0.000    0.000 filetype.py:56(Drycal_txt)
        1    0.000    0.000    0.000    0.000 flags.py:10(Flags)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 legend.py:54(DraggableLegend)
        1    0.000    0.000    0.000    0.000 types.py:2379(EncodedStr)
        2    0.000    0.000    0.000    0.000 textwrap.py:341(_split_chunks)
        2    0.000    0.000    0.000    0.000 _adapters.py:163(wrap_spec)
       10    0.000    0.000    0.000    0.000 rcsetup.py:374(validate_fontweight)
        1    0.000    0.000    0.000    0.000 dataclasses.py:251(DataclassProxy)
        1    0.000    0.000    0.000    0.000 spines.py:522(Spines)
        1    0.000    0.000    0.000    0.000 Image.py:3448(register_open)
        1    0.000    0.000    0.000    0.000 __init__.py:3457(Requirement)
        1    0.000    0.000    0.000    0.000 __init__.py:398(_FixedOffset)
        1    0.000    0.000    0.000    0.000 types.py:1715(PaymentCardBrand)
        1    0.000    0.000    0.000    0.000 poolmanager.py:493(ProxyManager)
        1    0.000    0.000    0.000    0.000 json_schema.py:149(_DefinitionsRemapping)
        1    0.000    0.000    0.000    0.000 filetype.py:83(EZChrom_asc)
        1    0.000    0.000    0.000    0.000 effect.py:288(PresetShadowEffect)
        1    0.000    0.000    0.000    0.000 version.py:67(_BaseVersion)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cache.py:49(MeasureDimensionMap)
        1    0.000    0.000    0.000    0.000 data_source.py:50(NumVal)
        1    0.000    0.000    0.004    0.004 _rvs_sampling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2548(Grid)
        1    0.000    0.000    0.000    0.000 geometry.py:187(LightRig)
       10    0.000    0.000    0.000    0.000 _compound_unit_helpers.py:149(to_name_exponent_name)
        1    0.000    0.000    0.000    0.000 _docs_extraction.py:10(DocstringVisitor)
        1    0.000    0.000    0.000    0.000 filetype.py:87(Fusion_json)
        1    0.000    0.000    0.000    0.000 groupby.py:1406(DataArrayGroupByBase)
        1    0.000    0.000    0.000    0.000 base.py:327(SingleDataManager)
        2    0.000    0.000    0.000    0.000 textwrap.py:112(__init__)
        1    0.000    0.000    0.000    0.000 definitions.py:18(OffsetConverter)
        1    0.000    0.000    0.000    0.000 auth.py:107(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 font.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Flappybird.py:40(Bullet)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1022(__iter__)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:664(SocketIO)
        1    0.000    0.000    0.000    0.000 filedialog.py:33(FileDialog)
        1    0.000    0.000    0.000    0.000 main.py:781(__getattr__)
        1    0.000    0.000    0.000    0.000 lru_cache.py:12(LRUCache)
        1    0.000    0.000    0.000    0.000 picture.py:69(NonVisualPictureProperties)
        4    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 flags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 table.py:90(TableFormula)
        1    0.000    0.000    0.000    0.000 __init__.py:367(Variable)
        1    0.000    0.000    0.000    0.000 data_source.py:86(NumRef)
        1    0.000    0.000    0.000    0.000 line.py:48(DashStop)
        3    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:645(RcParams)
        1    0.000    0.000    0.000    0.000 sheet.py:2402(Rowinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:37(FoldedCase)
        2    0.000    0.000    0.000    0.000 config.py:635(_get_root)
        1    0.000    0.000    0.000    0.000 datatree_render.py:75(RenderDataTree)
        1    0.000    0.000    0.000    0.000 geometry.py:246(Backdrop)
        1    0.000    0.000    0.000    0.000 categorical.py:2772(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 types.py:785(FilePath)
        1    0.000    0.000    0.000    0.000 cache.py:276(PCDSDTCEntries)
        1    0.000    0.000    0.000    0.000 connector.py:44(NonVisualConnectorProperties)
        1    0.000    0.000    0.000    0.000 cbook.py:539(_get_data_path)
        1    0.000    0.000    0.000    0.000 filetype.py:162(Panalytical_xy)
       15    0.000    0.000    0.000    0.000 plain.py:51(__init__)
        8    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        9    0.000    0.000    0.000    0.000 config.py:899(is_nonnegative_int)
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:221(_func_slash_method_wrapper)
        1    0.000    0.000    0.000    0.000 types.py:1344(Json)
        1    0.000    0.000    0.000    0.000 common.py:110(IOHandles)
        1    0.000    0.000    0.000    0.000 custom.py:100(_CustomDocumentPropertyList)
        1    0.000    0.000    0.000    0.000 geometry.py:39(PositiveSize2D)
        1    0.000    0.000    0.000    0.000 types.py:1092(ByteSize)
        1    0.000    0.000    0.001    0.001 __init__.py:3371(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compdoc.py:32(DirNode)
        1    0.000    0.000    0.000    0.000 _json.py:1367(SeriesParser)
       46    0.000    0.000    0.000    0.000 timemachine.py:19(<lambda>)
        1    0.000    0.000    0.000    0.000 rule.py:94(DataBar)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:672(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 scale.py:464(AsinhTransform)
        6    0.000    0.000    0.000    0.000 core.py:690(force_aff_func_args)
        1    0.000    0.000    0.000    0.000 sql.py:922(SQLTable)
        1    0.000    0.000    0.000    0.000 core.py:4865(NotAny)
        1    0.000    0.000    0.000    0.000 zarr.py:119(FillValueCoder)
        1    0.000    0.000    0.000    0.000 effect.py:89(ColorChangeEffect)
        1    0.000    0.000    0.000    0.000 ticker.py:198(Formatter)
        1    0.000    0.000    0.000    0.000 core.py:1396(LinearCombination)
        8    0.000    0.000    0.000    0.000 unicode.py:9(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:456(gettempdirb)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    0.000    0.000 step.py:83(Params)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:38(DtypeKind)
        1    0.000    0.000    0.000    0.000 pytables.py:4371(AppendableTable)
        1    0.000    0.000    0.000    0.000 groupers.py:291(BinGrouper)
        1    0.000    0.000    0.000    0.000 core.py:2372(_MaskedPrintOption)
        3    0.000    0.000    0.000    0.000 <frozen os>:812(fsencode)
        1    0.000    0.000    0.000    0.000 _aggregations.py:2536(DataArrayAggregations)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 flexparser.py:1152(ParsedSource)
        1    0.000    0.000    0.000    0.000 __init__.py:803(PathDistribution)
        2    0.000    0.000    0.000    0.000 flexparser.py:1159(location)
        1    0.000    0.000    0.000    0.000 art3d.py:76(Text3D)
        1    0.000    0.000    0.000    0.000 info.py:716(_TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 scale.py:243(InvertedLogTransform)
        2    0.000    0.000    0.000    0.000 _pyio.py:824(close)
        1    0.000    0.000    0.000    0.000 _ode.py:837(vode)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3839(<lambda>)
        1    0.000    0.000    0.000    0.000 comments.py:4(Comment)
        2    0.000    0.000    0.000    0.000 core.py:3433(shape)
        1    0.000    0.000    0.000    0.000 _interpolate.py:2043(NdPPoly)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 models.py:313(PreparedRequest)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 core.py:5016(ZeroOrMore)
        1    0.000    0.000    0.001    0.001 unicode.py:70(alphas)
        1    0.000    0.000    0.000    0.000 axis3d.py:740(YAxis)
        1    0.000    0.000    0.000    0.000 representer.py:272(Representer)
        1    0.000    0.000    0.000    0.000 image.py:848(AxesImage)
        3    0.000    0.000    0.000    0.000 index_tricks.py:320(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 models.py:321(SplineModel)
        1    0.000    0.000    0.000    0.000 table.py:163(PivotTableStyle)
        1    0.000    0.000    0.000    0.000 function_group.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interpolate.py:365(_check_broadcast_up_to)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:431(_SpecialGenericAlias)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1156(_DOF_estimator_min_E)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
        2    0.000    0.000    0.000    0.000 numerictypes.py:229(obj2sctype)
        1    0.000    0.000    0.000    0.000 core.py:326(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 _collections.py:41(_Sentinel)
        5    0.000    0.000    0.000    0.000 __init__.py:170(<lambda>)
        1    0.000    0.000    0.000    0.000 fill.py:181(PathShadeProperties)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 commondialog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:32(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 ops.py:208(Op)
        1    0.000    0.000    0.000    0.000 __init__.py:57(NegativeInfinityType)
        1    0.000    0.000    0.002    0.002 pathlib.py:812(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 filters.py:204(Top10)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        7    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        2    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:211(MGridClass)
        1    0.000    0.000    0.000    0.000 types.py:118(Alignable)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 metadata.py:6(Provenance)
        1    0.000    0.000    0.000    0.000 scale.py:348(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 cache.py:911(Consolidation)
        1    0.000    0.000    0.000    0.000 fill.py:113(StretchInfoProperties)
        1    0.000    0.000    0.000    0.000 _tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2275(f_gen)
       22    0.000    0.000    0.000    0.000 core.py:3472(<genexpr>)
        7    0.000    0.000    0.000    0.000 class_validators.py:19(__init__)
        1    0.000    0.000    0.000    0.000 xdr.py:17(XDRPositiveSize2D)
        1    0.000    0.000    0.000    0.000 _pslinux.py:761(__init__)
        1    0.000    0.000    0.000    0.000 ttk.py:905(Panedwindow)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 _trustregion.py:30(BaseQuadraticSubproblem)
       28    0.000    0.000    0.000    0.000 message.py:638(get_default_type)
        4    0.000    0.000    0.000    0.000 __init__.py:398(register_loader_type)
        1    0.000    0.000    0.000    0.000 flexparser.py:468(Spliter)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        3    0.000    0.000    0.000    0.000 _util.py:34(register_writer)
        1    0.000    0.000    0.000    0.000 sql.py:1443(PandasSQL)
        1    0.000    0.000    0.000    0.000 python_parser.py:1201(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 pydoc.py:1193(TextRepr)
        2    0.000    0.000    0.000    0.000 __init__.py:999(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:418(FrozenMappingWarningOnValuesAccess)
        1    0.000    0.000    0.000    0.000 types.py:850(SecretField)
        1    0.000    0.000    0.000    0.000 contour.py:29(ClabelText)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:46(PytestTester)
        1    0.000    0.000    0.000    0.000 metadata.py:8(Provenance)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3557(gengamma_gen)
       16    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        3    0.000    0.000    0.000    0.000 core.py:2425(__init__)
        1    0.000    0.000    0.000    0.000 ulinalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rich_text.py:13(TextBlock)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1401(MouseButton)
       22    0.000    0.000    0.000    0.000 enum.py:183(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:308(VersionConflict)
